timestamp,value,value_2,value_3,value_4,value_5,value_6,is_injected
2025-01-01 00:00:00,20.10665097791405,23.216891635000074,27.43358195307247,32.07058666897703,35.562034269273035,37.2888186023135,False
2025-01-01 01:00:00,20.15764365302087,24.76063408373853,27.689488428756256,31.72354997903387,35.4548552490099,39.215265142248725,False
2025-01-01 02:00:00,21.270657918532258,24.80949988010376,28.66908448047355,32.64702519213218,35.01586447157412,38.21645014738503,False
2025-01-01 03:00:00,21.755411213110023,24.896959277390998,28.6810044772696,31.18661688542054,35.20498683973489,35.85418932035471,False
2025-01-01 04:00:00,21.065188491540034,25.19599617645561,27.52635568886423,30.47630116057137,33.403159358213856,36.43367594469553,False
2025-01-01 05:00:00,21.496088825176322,25.715031495976163,27.685795473502253,29.820828265817603,32.64227903851197,33.87308195566806,False
2025-01-01 06:00:00,22.06874414110855,25.441419131705988,27.97731229930579,30.531255854567778,31.66154180891756,33.28037631931565,False
2025-01-01 07:00:00,21.84916674525788,24.80154329946764,27.295503780184536,29.058493790778027,32.541567364503294,32.903093748379895,False
2025-01-01 08:00:00,21.758170402442378,23.976508301092345,26.524510244164873,28.58328976773633,31.27593842992559,31.72935762538903,False
2025-01-01 09:00:00,21.151648187722344,23.488754055675052,26.308555130334582,28.473404550768787,29.441401436931226,32.16570248393565,False
2025-01-01 10:00:00,21.347789291201988,23.64142230607598,24.717705647273398,27.438962760178303,28.606178291342882,32.25240146274738,False
2025-01-01 11:00:00,20.833865267605177,22.232692787632125,24.476253735230507,26.15021525889628,28.84389252542454,30.72231995222425,False
2025-01-01 12:00:00,20.071110744146424,22.12056631026257,24.442639087254786,27.180845990050937,28.886957262222943,31.885537345371844,False
2025-01-01 13:00:00,19.92889633223377,22.724277564231905,23.50815118825372,26.031312398699065,29.101223469108234,31.681108014666716,False
2025-01-01 14:00:00,19.219628269788217,21.4151116526782,23.685238879493372,26.149337967182667,28.438404258281274,33.09019386960277,False
2025-01-01 15:00:00,18.345034075617768,21.231976756822043,22.94419664990179,26.024336902098213,29.39059614043736,33.89951463146333,False
2025-01-01 16:00:00,18.46101196686,20.359262710093706,23.181860597355808,26.20545301828649,31.13242950392771,34.22487812127055,False
2025-01-01 17:00:00,17.800539437131718,20.296756156371263,23.014344934603223,27.417771802210993,31.576468457089806,35.42630540576847,False
2025-01-01 18:00:00,18.379457605457546,21.26540589003926,23.30781541475928,27.241523310204947,31.6877385904506,36.473329739698414,False
2025-01-01 19:00:00,18.126674278576676,21.138346521772217,24.561823783022405,28.655933463581476,33.43627511391567,36.79612798840223,False
2025-01-01 20:00:00,18.283247365190277,22.14929730590541,25.609581295690976,30.2512253022881,34.21763610134897,36.85207144027078,False
2025-01-01 21:00:00,18.431461097085524,22.2610814006101,26.03234059097345,30.569412017562257,35.56979307555749,38.7830286013437,False
2025-01-01 22:00:00,19.51588946853591,24.210334872113933,27.283057717247285,30.95489890678217,34.74045799929204,39.019095078631544,False
2025-01-01 23:00:00,19.520276591070875,23.203282315980776,27.215240254345535,30.8435723291866,34.81234172329563,38.99533916924532,False
2025-01-02 00:00:00,19.946085262242914,24.13182450611548,26.980415024904378,31.744898239756402,35.214118303631516,37.73387275296962,False
2025-01-02 01:00:00,20.494391347534165,24.18249302168507,28.506553492285185,31.57716004607416,35.70036379213214,37.73715694616455,False
2025-01-02 02:00:00,21.29030821494367,25.381544686930813,28.130069493208897,32.70030037678565,34.185692115483526,36.25629080695555,False
2025-01-02 03:00:00,21.650118984900523,25.449127882325673,28.76464629216202,31.550280814043937,34.37299055986197,37.69900903966449,False
2025-01-02 04:00:00,21.988507221627472,25.04784723979403,27.59494026795835,31.019737720285956,33.7333524819871,34.771673523818215,False
2025-01-02 05:00:00,22.198639003630895,25.309409223514393,28.24389398133533,30.772554706785783,33.67498756206606,35.410207590517814,False
2025-01-02 06:00:00,22.869576660304663,25.833656834176175,28.274688977156703,29.838921534096425,31.824449797455156,33.314927250902166,False
2025-01-02 07:00:00,21.91360639684352,25.48939632481882,27.68521599113038,29.620352748391777,31.215003892644873,33.17498030401472,False
2025-01-02 08:00:00,21.68076585239384,24.0023930310138,26.688095662169793,29.660110292748683,30.815477316508314,32.1971427787927,False
2025-01-02 09:00:00,21.26139310748634,23.865784036946824,26.108900756765046,28.02580234599816,29.5309890289162,31.66711989707331,False
2025-01-02 10:00:00,21.35159279790142,24.204768944624906,25.2393366416887,26.90920270241509,28.9265910167262,31.909821866487974,False
2025-01-02 11:00:00,21.052778392657356,22.812918637615994,24.705765475892417,26.760263929497793,30.078944216819416,31.338820502620585,False
2025-01-02 12:00:00,20.10411838982079,22.377197111379996,24.587570613013863,25.829303325497346,29.250624443366455,30.942352568070977,False
2025-01-02 13:00:00,19.336307142858075,22.198621479943974,23.558884312200306,27.709555383741407,29.725582651003606,32.27179891440963,False
2025-01-02 14:00:00,18.863431574508066,20.834422634810792,23.34723863770241,27.177254229306033,29.780188666100052,33.69000494404618,False
2025-01-02 15:00:00,18.96949391336555,20.695198076252282,22.845202914382604,27.100258588179383,29.82878996997,33.82650605532418,False
2025-01-02 16:00:00,18.688088152352325,20.790197185553577,23.93960679684015,27.234982359238114,30.226960614077182,34.139093876696094,False
2025-01-02 17:00:00,18.422252341328683,21.405526266782335,23.76839618116683,27.315848306845,31.025251985134503,37.27995312803537,False
2025-01-02 18:00:00,17.935071602448957,21.49098321452496,23.76119846168354,27.98651067878192,31.763946469865026,36.51237258026956,False
2025-01-02 19:00:00,18.321404810495217,21.675193864205,25.242057176467434,28.683282027318832,32.59876997390372,36.79241776681612,False
2025-01-02 20:00:00,18.484789225630376,21.760184733811634,25.45760069900286,30.742955458435805,33.34695131233083,39.24168675780543,False
2025-01-02 21:00:00,18.84232744648206,22.791656000632173,25.821440961885894,30.19370709050413,34.872036453361964,37.37432320188357,False
2025-01-02 22:00:00,19.489000072281865,22.862731665558556,27.234080272790628,30.667364225106645,34.426984355838115,38.094720996454534,False
2025-01-02 23:00:00,19.748620351866094,23.75939744705508,27.309825110230904,31.436452858947103,36.04509355654389,39.27100836303095,False
2025-01-03 00:00:00,20.429619747075165,24.476987484597547,27.29973517197724,32.12973823554988,35.806663193697034,37.85634770735885,False
2025-01-03 01:00:00,20.737290764526154,25.314879313724315,28.85446821969337,30.330005040770654,35.65702585976725,38.411147583736366,False
2025-01-03 02:00:00,21.301191789541495,25.04218284883711,28.308871957871624,32.2718516987443,35.10223462429061,37.84564782629926,False
2025-01-03 03:00:00,21.83916444141658,25.223878836397393,30.138565259210182,30.6119951668508,34.69588244048358,37.784517598964825,False
2025-01-03 04:00:00,21.430046270619393,26.04635332627511,28.494329342907367,32.244762420258255,33.575389620432794,36.3025493389851,False
2025-01-03 05:00:00,22.03196672685308,26.081064212632768,27.532182336873866,30.11534108215512,32.57642468006742,34.48031107463964,False
2025-01-03 06:00:00,22.051369570997522,25.163573127819834,28.81943816735366,29.924191837007037,31.971354395063244,33.43473346373657,False
2025-01-03 07:00:00,21.928244405692965,24.642699189924134,27.4701544204579,28.640001428581108,30.67034852995795,32.4557543342344,False
2025-01-03 08:00:00,21.85975101963954,25.151765073186507,26.987598312559562,29.745883150629773,30.876050943391007,31.777381754724953,False
2025-01-03 09:00:00,22.165443021305137,23.49148094500156,26.375317640465514,28.11207665069434,29.416001914857144,32.23087394440683,False
2025-01-03 10:00:00,20.928959109507364,22.895089670689458,24.922302398931826,28.579883461973175,29.819224268023852,30.695554207547232,False
2025-01-03 11:00:00,21.09253551431206,22.868471711970397,23.936513545973046,27.929229131354713,29.51905456002884,31.862673509953268,False
2025-01-03 12:00:00,19.65099557993447,22.40080399185196,25.256240793903046,27.185387977389023,29.182875442431698,30.848992516760717,False
2025-01-03 13:00:00,19.609152149299938,21.419867846769062,23.26435426567495,25.66795327016482,28.87446749514148,32.621585047547555,False
2025-01-03 14:00:00,19.304963572786757,21.512033052681037,24.449239330458955,26.455549500104546,29.0115183256897,32.788836855146975,False
2025-01-03 15:00:00,19.04296425360265,21.233665110678633,23.864454331378713,27.255854704680054,29.590064891525376,34.29236106864424,False
2025-01-03 16:00:00,18.772878495358626,20.783521661218526,23.798985187968807,27.14968991776215,30.147694820706462,33.178362346127045,False
2025-01-03 17:00:00,18.60581987974184,21.793062490507378,23.773218219960707,27.309670432980703,31.425383138165657,36.28488050627948,False
